Dates,MISC MK Equity,PBK MK Equity,HAP MK Equity,KLK MK Equity,HLBK MK Equity,PTG MK Equity,TOPG MK Equity,GENM MK Equity,DIGI MK Equity,CIMB MK Equity,SUCB MK Equity,AXIATA MK Equity,PEP MK Equity,MAXIS MK Equity,HART MK Equity,SIME MK Equity,PCHEM MK Equity,NESZ MK Equity,DLG MK Equity,MAY MK Equity,TNB MK Equity,PETD MK Equity,T MK Equity,GENT MK Equity,IOI MK Equity,HLFG MK Equity,RHBBANK MK Equity,SDPL MK Equity,IHH MK Equity,PMAH MK Equity,MRDIY MK Equity,KLCCSS MK Equity,AMM MK Equity,MAHB MK Equity,IJM MK Equity,ROTH MK Equity,YTL MK Equity,WPRTS MK Equity,ASTRO MK Equity,SAPE MK Equity,UMWH MK Equity,FGV MK Equity,IOIPG MK Equity,UEMS MK Equity,BAB MK Equity,YTLP MK Equity,MMHE MK Equity,AAGB MK Equity,GAM MK Equity
2014-12-08,0.17373291688960849,-0.16053578554295952,1.7706148690598598,-0.01298394636867566,0.03238224094482584,-0.03021575714145829,-0.00022870245792000192,-0.0653909036531135,0.2622613891967971,-0.3096212907431994,-0.030119874054656406,0.06125813495522318,0.003947665698441745,0.11380834461664138,0.0013489979839768995,0.0009528070533042322,-0.3494357591932236,0.03526831258384218,-0.4024204448912789,-0.038992042714880035,0.35493752945456886,-0.14201623621931528,0.5732623048812536,-0.09939988971108568,-0.05951697513891734,4.16817639317758e-05,-0.21300633628409724,,0.0004454632739121672,0.007671493385784214,,0.16294992453447693,-0.104406678621276,-0.24513188395931587,0.003803384601082922,-0.009736171566367953,0.1968147426755992,0.2334632610453798,0.0015951019445341543,-0.6211186054396425,-0.09741212765979634,-0.3169051682072611,0.025793655971979964,-0.25401305644327693,-0.6920258671590516,0.4832290609916802,-0.8232558646392223,0.04207421573741593,0.1251755949789376
2014-12-09,0.16232224459012853,-0.15905347634258798,1.785815384611652,-0.010124574294155517,0.029372583118092613,-0.025961237611510535,-0.0006844828575933243,-0.06879476420472729,0.2619367672010529,-0.3265385694309225,-0.03917901910656142,0.041500326522389254,0.0021708504547234752,0.1218765125055809,0.0005691160148706128,0.0018638470856318355,-0.35355168961847233,0.03411048160720777,-0.41090463679768807,-0.04689404251655512,0.3741682645773821,-0.16027720001276408,0.5478200525369915,-0.10223640666529737,-0.0594012767804499,-1.874875492735404e-08,-0.22630088146070285,,0.0001374472594767329,0.0037466648804387608,,0.1469709775444426,-0.10760127079563274,-0.2529944430094564,0.005219242794947194,-0.010992893945491616,0.18914167472153912,0.24085515661729356,0.001292188677995677,-0.6342403659096136,-0.10932280037056989,-0.3200304067849411,0.01918800841246501,-0.2530084223242819,-0.7013039661568329,0.47312473761496127,-0.8286454206480919,0.05150569663642005,0.12147524775352608
2014-12-10,0.15444128573945776,-0.15898752517421993,1.7953074490777752,-0.008198426778879218,0.026197085225270356,-0.024123939123418925,-0.0023236689299232912,-0.0686043220212134,0.25921596737658725,-0.34391303223329883,-0.050053112026275874,0.02602653336298083,0.0010707831723682758,0.12785074186532688,0.00022823501199015228,0.002397346404266277,-0.3578638725047458,0.03380296431138886,-0.4199843106495033,-0.05557890871727402,0.3907057305057836,-0.18109970858227656,0.5348661528738566,-0.10148790852220997,-0.05962881483761087,-2.173539775544915e-05,-0.2386340592103775,,1.879116454007956e-05,0.0009593726998508088,,0.13583966311634407,-0.11288463296590223,-0.25960717912313197,0.005148145223780735,-0.011086446033151594,0.1797541470578712,0.2476130720039085,0.0009741216288938476,-0.6467637445556471,-0.12471966200296304,-0.32535961846950245,0.01396194308327633,-0.254196037603922,-0.7108089018340029,0.45831555949710895,-0.8342411198014686,0.06357231471134603,0.11302816966028803
2014-12-11,0.14225292760658909,-0.1588038790906325,1.7984397556196063,-0.007086298764809652,0.021785540846022668,-0.019373438838176275,-0.004323130895492844,-0.06552685833877799,0.2577894065371717,-0.3607677179487665,-0.06267742409339479,0.018928172738835205,0.0004836810991006184,0.13586214413211176,5.057558440774747e-05,0.003739853737734288,-0.3661427722009049,0.0321442225254722,-0.4264854420885927,-0.0667008506166043,0.4096204477977954,-0.20681212111529898,0.5117654666881692,-0.103462486414262,-0.06087604231211719,-0.00021681955020860048,-0.253089222620857,,-4.0147528107810914e-08,3.578509076888716e-05,,0.1226175478549797,-0.11871787246984845,-0.26592114293226693,0.006048117546837988,-0.013165537600435852,0.17545229307835833,0.25007148967236187,0.0007760744780136543,-0.6593102190475604,-0.13955669584211064,-0.3326573427167032,0.008854445371089129,-0.2575813928309208,-0.7204601291852538,0.43576624219032173,-0.8397615338758843,0.07206616834205234,0.10675585435938799
2014-12-12,0.1334984392843411,-0.15916047436519232,1.7975168067911382,-0.006506310214147267,0.017475443022924916,-0.017128051117400272,-0.006035389946623207,-0.06652786590174059,0.2624121940292484,-0.37765148982777036,-0.06372346884339815,0.017980390374460458,0.0003239549411249108,0.14381355680859775,1.3603415080088846e-05,0.0057389278159918735,-0.37569956431676127,0.030160983623904635,-0.43375225046927435,-0.07867295542452563,0.4217362893691086,-0.2336804735134205,0.49636618871151217,-0.10495686913669633,-0.06277866702561141,-0.0006814072633541425,-0.26606017348074834,,-2.818057205854702e-05,-1.623788676966933e-05,,0.10587206033589192,-0.1228191027312396,-0.2715250754864538,0.004860054366705558,-0.015259816041256717,0.1673071428789896,0.2539714387839454,0.0008609283438153274,-0.6722401913605519,-0.15813501788945,-0.3414113047882026,0.005430202713604727,-0.26030627733406897,-0.7294832241637755,0.4158968027940985,-0.8450161127135599,0.08366386380720195,0.09977877785377029
2014-12-15,0.12262696732391375,-0.15952950463418902,1.7540132594789701,-0.006057177642998224,0.01149279976621264,-0.01928355076936701,-0.007321957015065577,-0.06372255521353473,0.2680918980200775,-0.39290055361460646,-0.06785405038802031,0.015122075393457883,7.856979573842226e-05,0.1416490244081266,1.2795747018457127e-06,0.005970880076393002,-0.3830045586203837,0.029670158788451546,-0.4401164091041661,-0.08878003874208752,0.42524470307560275,-0.2514468458153375,0.47333062061209963,-0.1066168259114503,-0.06560903708499916,-0.0013630285880410853,-0.2801867418878626,,-0.0003683569718901594,-0.0005192269621575439,,0.09174672198614695,-0.1235467912236157,-0.2826752372622954,0.0039370692736141796,-0.0180946116762661,0.15344672533401574,0.2571067153683927,4.977058023857235e-05,-0.6800412841164548,-0.17375986982496597,-0.34836966741416203,0.0027907512310392344,-0.26206309281094375,-0.736705285512951,0.38875813698470185,-0.849460691251023,0.09976049960054904,0.09042143857765883
2014-12-16,0.10604100181155046,-0.16027526830886968,1.7000217808230234,-0.006526375127447314,0.007838938503736945,-0.022807090978085753,-0.010907431436050424,-0.06399957312687375,0.26674226993256406,-0.4071427091600971,-0.07606400894964332,0.011395985084342496,2.5497509680911875e-06,0.1371494926165058,-8.822264783671094e-10,0.0052252011307154485,-0.3864234886511699,0.0272466029133186,-0.44829285266425406,-0.10017031032571928,0.42085746082821207,-0.2682124454504127,0.4323602447850203,-0.10969528964711275,-0.06369627025101522,-0.0025555811418333336,-0.29252486349075635,,-0.0014133135727942194,-0.0031488570057064285,,0.07135539638971022,-0.12696609223898467,-0.29239668265723884,0.0021053772258978905,-0.02137661596992235,0.13916126580427812,0.25277294002144135,-4.0866824306266465e-05,-0.6891865824998293,-0.1899226156999893,-0.35257709876312476,0.0010655892153817556,-0.26387001783432273,-0.744084263569516,0.3556626554528733,-0.8538926115394729,0.11376893277598323,0.07728541674216471
2014-12-17,0.0902845760846917,-0.16146360909330415,1.6162093102500428,-0.006915271222659999,0.004984721404771795,-0.028278574081579737,-0.016850883537037366,-0.0702175363085447,0.26076856252741953,-0.42391329227796587,-0.08872910172210721,0.00836091621007788,-1.4041499389864545e-06,0.1348689491814964,2.496743533056751e-07,0.003963340022540857,-0.39256365749446875,0.02428339817797705,-0.4565731858516059,-0.11111319277764149,0.4167518298925028,-0.2880718460885323,0.39291771250922797,-0.11209145916272083,-0.06606741586677965,-0.004382802771289022,-0.30620623688390686,,-0.00358976320027043,-0.007587861361452034,,0.058148402333034095,-0.13299089122999883,-0.30323709830812373,0.0018691560001650295,-0.028621385495681773,0.12895247142713084,0.24739255132151602,-0.0007668827808663105,-0.7002486260034904,-0.20584818896586413,-0.360725029848992,0.00022919273706315164,-0.2672390253704357,-0.7507374493217053,0.32061026023201705,-0.8588760348686231,0.12691733511861542,0.06434836348847382
2014-12-18,0.07513735091351488,-0.16257834524435275,1.5547958979636993,-0.00691260970198713,0.00294367720138439,-0.0352704238063847,-0.024155298045966934,-0.07154925852702701,0.26436349984457014,-0.4406346548030618,-0.10354606288243526,0.006057368627081906,-6.996273059059527e-05,0.12893512779290964,3.561895068248859e-07,0.0031658739280007037,-0.4006403670078169,0.02260282147553243,-0.4633251955745878,-0.1231570546695348,0.40492235140859695,-0.3064183327764524,0.3406138610699596,-0.11382215753404404,-0.06837109565933591,-0.006138174694412891,-0.3209012511702728,,-0.005941503054737932,-0.011662463119856354,,0.05039447897667589,-0.1314086745478433,-0.3118554068470494,0.0007818773688912053,-0.03892853580302251,0.12302302157450175,0.2516723080608821,-0.0024306336375662925,-0.7126229526177585,-0.22841635381637887,-0.36990981937964096,1.7481168898347535e-05,-0.2719669555521286,-0.7567561136488168,0.2825366342568486,-0.8606710559113095,0.14230770715860758,0.055174979923843535
2014-12-19,0.06543161321389838,-0.17003628351621522,1.4950287296921267,-0.0071471895045697766,0.0014384316187492988,-0.05230210125960043,-0.03103938561935997,-0.076904927871433,0.2646174108554228,-0.45930337966970863,-0.11853959613489774,0.0052764138005227095,-0.0002467174933187422,0.12616518587651704,-5.2071499819806245e-09,0.0032298208847389262,-0.4070760814438265,0.020813588894379533,-0.4691019090791204,-0.13668316250660073,0.3948777282844064,-0.3207668418102101,0.3088859781816468,-0.11651861617842993,-0.07120981061808387,-0.00852134449678416,-0.33587203576135866,,-0.010453241457340652,-0.016548664649692933,,0.04567963167300345,-0.13300678304924843,-0.3183976643336851,0.00040663738943037624,-0.04731674095682124,0.11612701585813807,0.2614100608195671,-0.004838578746724656,-0.7256537594241693,-0.25536390564025147,-0.38127236824902766,-1.7479203631170994e-07,-0.2753619088212037,-0.7586405523724739,0.2508486320355224,-0.8656075473887043,0.15894411272960698,0.045918925721602936
2014-12-22,0.06044500994777906,-0.17705580563150092,1.4449551960688651,-0.007006756799504817,0.0010208682288105665,-0.06611161496198492,-0.03810155688648239,-0.08293677981213313,0.26409008204601253,-0.4751324606553715,-0.1355766097725879,0.004914124812261935,-0.0005584202772770332,0.12440317068214772,-5.489042908276794e-08,0.003841308733518663,-0.4096116127172981,0.020702881052685713,-0.46579622241628704,-0.1494716748165158,0.39780523846575083,-0.3347419869939087,0.27866073701612076,-0.1149261313176576,-0.07278472105706267,-0.010856941100690652,-0.3518897779646836,,-0.01579847342018379,-0.02196408235009832,,0.04633504521268332,-0.1349691868398467,-0.31635516158298516,0.00043590318652790203,-0.05006268465945421,0.10702884083965772,0.26887643492782093,-0.006838435989096488,-0.737136052707842,-0.28293568963735144,-0.3915717378231594,-4.857456683675414e-05,-0.2803843599426966,-0.7588802472925468,0.22697785908236606,-0.8706411210345194,0.1719201525938053,0.04213861717135193
2014-12-23,0.05867199599185318,-0.18217575485352888,1.4030733171035519,-0.005832038516254201,0.0006950952102208803,-0.07356424890481747,-0.045702130663953254,-0.08707489508975069,0.2685149713032022,-0.48927696929881676,-0.15432748205498056,0.004761980760473728,-0.0007650340769145084,0.125499085246343,4.5030103145826113e-10,0.005055020724867082,-0.41044952692571635,0.021410557867960072,-0.4542663317114446,-0.16006864705843007,0.40167160038337507,-0.34739595179782223,0.2642405269369616,-0.11318077703732117,-0.06983736997117439,-0.01425717301441017,-0.3669196418525785,,-0.021728319864921325,-0.024658151137804864,,0.046734023222709066,-0.1331879070675676,-0.31649496435809055,0.0006878641816834455,-0.05287131587668275,0.09752374919268067,0.2782092621193392,-0.008190116152750853,-0.7478181062146225,-0.2913903959708292,-0.4035600140392282,-0.00016555444668211365,-0.28325638371502126,-0.7580633230890718,0.20476517548414683,-0.8747245640493977,0.18607886753565536,0.0405571322931531
2014-12-24,0.056657906505497374,-0.18440042289507655,1.364354879728568,-0.004566471366424464,0.0001727407432388646,-0.0708043082359002,-0.04972047149292921,-0.08827262455012806,0.26515764235327427,-0.5031476795941027,-0.1731931767003873,0.004022896656147928,-0.0009666654092507517,0.12550437128130174,6.520762884401487e-09,0.006239795563573275,-0.41088163869927485,0.022060679700899515,-0.44539286446452336,-0.16890735743330504,0.4080968899377474,-0.3592559025330583,0.24834263462483736,-0.11307270476687811,-0.06584065648844192,-0.020185325485498784,-0.3805837160640077,,-0.031317415957849475,-0.029406857604355893,,0.047107497354866246,-0.1319898673781846,-0.3153630404665762,0.0006850274360551787,-0.05428653569384503,0.08939836238056988,0.28639923683549195,-0.011006665131850012,-0.7581808054991779,-0.30844359923991754,-0.4148594165479715,-0.00044342813379255993,-0.28550968937181,-0.7574385141494188,0.17923290573203582,-0.8782918217631751,0.20070138008971763,0.03938361946517774
2014-12-26,0.05578414959883437,-0.18712532529746237,1.3203085640894014,-0.00320674874087978,3.932367623421427e-05,-0.0651256410133655,-0.05670515590331428,-0.0900920831643769,0.2651008633185754,-0.5159027994230154,-0.19297471707510855,0.003725574959274873,-0.0010890825086570179,0.12927066315733637,2.4726992501181464e-06,0.007810118529613112,-0.4102455332426036,0.022899587812258586,-0.43508518705336113,-0.17644319898075564,0.41388081654730285,-0.36351842756490654,0.2343328272303099,-0.11083818340382753,-0.0629586078701444,-0.0270967837341011,-0.3927737380612927,,-0.0394901523206247,-0.03606136645877814,,0.04728524317193054,-0.12195461639770992,-0.31328116422646024,0.0006468371205314291,-0.05920408957618266,0.08189501982033405,0.2961837672554491,-0.014384831756009648,-0.7679823432229067,-0.31749040814245827,-0.42682953126887346,-0.0012899327068381598,-0.28978360081077864,-0.7573890548689696,0.15894075914818065,-0.879854168009108,0.21615720852937564,0.03966282231917929
2014-12-29,0.05529247218195781,-0.18459709342171338,1.2794081943689237,-0.0024190694528584827,6.39512857023861e-07,-0.07085172903063433,-0.061940116033840836,-0.08842054347281597,0.2634300086889978,-0.5262760456806861,-0.2105640873356128,0.0027800324078444947,-0.0009767736082236123,0.13036464839589557,5.232542170461951e-06,0.009613069951125984,-0.4074729114320442,0.024117127805047177,-0.4269573012815776,-0.18123703721655227,0.41703595064719007,-0.36614967032796863,0.2214550865633066,-0.10845758955339674,-0.05379411246271506,-0.03368090724184757,-0.40200618701315916,,-0.048456826911218415,-0.04335061579896566,,0.0460422680850258,-0.11100100601017607,-0.31419007976935864,0.0006265450487511473,-0.06280520781810825,0.07832082127875424,0.306089348822833,-0.018356829442967543,-0.7774195076151771,-0.32238693569431737,-0.43900845478008454,-0.0022179167857326477,-0.29406443808403115,-0.7548295212606863,0.13783471002855602,-0.8784966685519935,0.2089014913222755,0.03851393171056193
2014-12-30,0.05500252833454734,-0.17738557700409957,1.250108744275556,-0.001388731592825149,-1.153820065052223e-05,-0.06400334221959636,-0.07210623580170357,-0.08703202860614509,0.2624868656254387,-0.5364849823035122,-0.2264729891742344,0.002387645915786377,-0.0013830958414387565,0.13476224993679053,1.5495656206707734e-06,0.012733478851002632,-0.4040469060318756,0.02700985156790535,-0.41552462682439306,-0.18437664013809782,0.4246770156268815,-0.36858301885635397,0.20777280706762652,-0.10747160689688974,-0.046073641594254575,-0.041120484414183395,-0.40491051857407867,,-0.0551032790336364,-0.05097240125489567,,0.04644263790897194,-0.10328003354482614,-0.3120553240299372,0.0007315595572269965,-0.06887318393719742,0.07039745320832712,0.3145532868289731,-0.022559029106016898,-0.787138098611429,-0.3172224984063404,-0.45301826415364366,-0.003723153156465645,-0.30062218737480595,-0.7535613324594279,0.1180197686394661,-0.8761863767625171,0.21003456298804332,0.03979692667383513
2014-12-31,0.05786534312305122,-0.17190821483144791,1.2234777626394162,-0.0005832634327372416,-0.00010579606954960968,-0.05991212371683975,-0.08167876179075986,-0.08530983970622362,0.26272923011654103,-0.545574346832718,-0.2420963488970022,0.0021362439511507436,-0.0015542307383873523,0.1409175281136194,1.0138818718911965e-05,0.016850447560331418,-0.4009470267563239,0.028272038230784984,-0.40604116105162,-0.1875528600848048,0.43349203358777816,-0.3639119323172803,0.18940705758819265,-0.1067617103056248,-0.03844872892117676,-0.046496199269595195,-0.4051263777546473,,-0.052663275507980105,-0.06270746703588662,,0.04541659437030097,-0.09255350225563111,-0.3020305879649364,0.000894593676820272,-0.07037184825220498,0.061462529917309223,0.3230428636690593,-0.027834709842392207,-0.7967635450381829,-0.3155502482486576,-0.46567625810870095,-0.005828567670060418,-0.3082792892072514,-0.7525106816643675,0.09589209765852028,-0.8723464081641953,0.21473888427548224,0.0404780595920618
2015-01-02,0.05829717239930573,-0.16556521249179806,1.2043955495797936,-0.00012129644213096353,-0.0004341553466528728,-0.05604875664405074,-0.09203680660293086,-0.08047127647776887,0.2610436328263076,-0.5513617410407009,-0.2604032726725806,0.002009683699475743,-0.0016567913806757385,0.14485641932760276,1.0796046370230384e-05,0.019231507011435105,-0.39686963928383995,0.033306159499389136,-0.39541005977946503,-0.1888771339432237,0.4379796067370318,-0.35813365868295993,0.17428571096215292,-0.10708287518275342,-0.03042840395447525,-0.05051386428664028,-0.40673650553898066,,-0.05584905609524521,-0.07536653405207566,,0.0418789919154075,-0.08420960840059839,-0.28970959500982524,0.0012061994502975215,-0.07224777644174109,0.051157887963802856,0.33216630795343094,-0.03293639448573987,-0.8053684018245193,-0.3150940868877732,-0.47779483177556986,-0.008950731409347476,-0.31554183208844705,-0.7526330293846416,0.07678748731704255,-0.8683678215886814,0.22381249226512062,0.03903894612301425
2015-01-05,0.06222757453016902,-0.1593679182118942,1.1774451875834469,-1.982291152811426e-06,-0.0010053183730213341,-0.04961971230203421,-0.09821204470002984,-0.07586107355636527,0.26094016582607116,-0.5561664704939254,-0.2780377765305239,0.0018379575397918955,-0.0020623450267669256,0.14852099094860774,1.2043640036049867e-05,0.02057963715246282,-0.3940148114589416,0.03657535662640681,-0.38289731596918974,-0.19053773789284456,0.4474681922426883,-0.35027019505864165,0.15650844929321123,-0.10756504321821464,-0.024775246825041862,-0.0513822011647696,-0.4082173193261241,,-0.05461843350982576,-0.08732625185650533,,0.03427503500998231,-0.07389657395501294,-0.28134752148103576,0.0013189667602546814,-0.07617252448588231,0.04115974943109363,0.35458097792265375,-0.037900766722972705,-0.8112149944488347,-0.29878750198582793,-0.4906071932234599,-0.013570077170103783,-0.32394926758042947,-0.7506181185472005,0.06097477585215957,-0.8649035231753076,0.22600582173046915,0.04195888227493058
2015-01-06,0.06326088353391442,-0.15918675705361737,1.124546728050292,1.6446485354619987e-09,-0.0023117987541733808,-0.04549497520185767,-0.1054684111446307,-0.07561757876103273,0.25917089350310274,-0.5601501121701356,-0.2954636551839429,0.0016283488755069538,-0.002376665488657824,0.1493658744622439,4.1875008506124293e-05,0.02148446482955064,-0.3967525223333624,0.039668952929003014,-0.37116554851847045,-0.19605538991816895,0.45401515743411447,-0.3441817366072367,0.13475832613862862,-0.1109331497965084,-0.02398122149048493,-0.05581900580682924,-0.41213700722686986,,-0.056884515988679885,-0.10084816373953041,,0.029715322944112044,-0.07336811195024129,-0.28115674128682744,0.0017138143282507722,-0.0794659807007301,0.032602009655964555,0.37014267010489804,-0.04318135193120423,-0.8160027235140276,-0.2940880850530471,-0.5030959948908267,-0.020145744282580928,-0.3329636551173979,-0.7509431361337257,0.04307295465168874,-0.859921434175106,0.21611455404633953,0.04470536583784139
2015-01-07,0.06245442579713532,-0.16005110995481336,1.0559054306850655,1.914067839382728e-07,-0.005088183814892579,-0.04197643688434824,-0.11247578580619112,-0.07562224777903323,0.2539878269092956,-0.5660418782477484,-0.3143403559753356,0.0011154460292519333,-0.0026689180911396884,0.14991775634424354,0.00010375262645509814,0.022148330846715532,-0.4041494560245694,0.04285620437120632,-0.36199631905684804,-0.20503112451556274,0.4559586204683713,-0.3415515519319779,0.1165759189352775,-0.1165206199614954,-0.029273943171926182,-0.06220119005314107,-0.41889475727849385,,-0.06002032440066355,-0.11844596593411576,,0.025881153869115298,-0.07694629098596222,-0.2800732926180217,0.002062321409626445,-0.085148723398953,0.025740721301209406,0.38513968734659576,-0.04839868703270151,-0.820725846273885,-0.2921691719366716,-0.5173076471440835,-0.02896737132116447,-0.3443827723530537,-0.7494115172640463,0.02782449031262962,-0.8581807847564447,0.19577890753172797,0.04516502741183668
2015-01-08,0.06475386584365546,-0.16037692844718723,0.9818675590986993,3.487961847475503e-06,-0.008360068790610005,-0.039530985996737524,-0.12016946773496574,-0.07446064855292199,0.2499072067961529,-0.5716524718023245,-0.33281268640840067,0.0007657454711012625,-0.0026896527153784672,0.15255757986605173,0.00013191234101362658,0.022012583774283716,-0.41242644638414455,0.04742428822675827,-0.3526602529823357,-0.21475051128524006,0.4602469047270916,-0.34179785327116413,0.09836897255783496,-0.12193668451362244,-0.03037651193646962,-0.06693044419345269,-0.42502857339417877,,-0.06565024201336517,-0.13558106833133843,,0.023897883342780656,-0.07920600300375188,-0.2805487184015856,0.002098504120122656,-0.08758462880433479,0.020208328719577614,0.39227576438620154,-0.053967539274928755,-0.8238573940396807,-0.29859532753100215,-0.5306283003770127,-0.03346709069764049,-0.3563439584885786,-0.7472590761093822,0.015940935171981863,-0.8594095016122237,0.18605951885892125,0.048656575385161695
2015-01-09,0.07072452820606416,-0.15990415107611858,0.9336437421687735,4.7195086846712925e-05,-0.010926419000505908,-0.03642505491183332,-0.12769488287710848,-0.07021343583147154,0.2491177384887912,-0.5756406942675716,-0.352207320336124,0.0004784032419179289,-0.003354753311662274,0.1574995223608478,0.00014568576485278093,0.02356392587721914,-0.41911789981376435,0.05291329037416523,-0.3420482410414171,-0.22307934252890574,0.4730337256817825,-0.34061604322961625,0.08375699617385342,-0.12400578416360529,-0.028590078234291962,-0.07414418550945953,-0.4272424850648177,,-0.07386899831668971,-0.15051265780211145,,0.023699323404999105,-0.07497933473101487,-0.28262680649035665,0.002359469570943947,-0.08496852289476585,0.015774376344660182,0.39596317426525435,-0.060312325836999574,-0.823242230185642,-0.29949799232666136,-0.5409294110991592,-0.04401226560242501,-0.3703536504689489,-0.7458681763494028,0.00842458614871254,-0.8601122171324916,0.17718243056115496,0.05102683425881926
2015-01-12,0.07596936690617069,-0.16011799818403902,0.8670494718090702,0.00011930176214441775,-0.01405128193037473,-0.03468356772939713,-0.13027084972639974,-0.0660398686872458,0.24571487964087932,-0.576868577566506,-0.3722664416957189,0.0003198258150675657,-0.0032089312026778337,0.16650016046640673,0.0002683858217424219,0.025578375911874104,-0.42253521820406026,0.056579874354649194,-0.33150739768348786,-0.23131505617772846,0.48598415313574705,-0.33731572980131713,0.07263151332897244,-0.12706081250854673,-0.02899892786597038,-0.07696698932439616,-0.4241638235285951,,-0.07170431856038846,-0.16429605826413804,,0.021975005862133204,-0.07586508655251385,-0.27999556882297594,0.0023062209659272612,-0.08427177780759466,0.015332152952589061,0.3983246468321239,-0.06849110171495401,-0.821433129182215,-0.3011965729836843,-0.5505303774085786,-0.05529218436281671,-0.3817553899324531,-0.7399447975320149,0.004686236771858815,-0.8613806842129131,0.1672765119476207,0.05376882118633762
2015-01-13,0.0796671119370049,-0.1608734557400476,0.7908255658801453,0.0001859136132780337,-0.017566070409651555,-0.030770040077077405,-0.13321507857487191,-0.06309868030226239,0.24122889176039936,-0.579213677091943,-0.3860154096103174,0.00019888684265135557,-0.003600003800394945,0.17180311903787246,0.00034281531472692785,0.025635818158087693,-0.4266701204406314,0.05968872281766168,-0.32010346718995836,-0.239017643796851,0.49566491591967043,-0.34218292434045083,0.061617828845241134,-0.13286634453539345,-0.02742855631912607,-0.08969530262566132,-0.4191950256331764,,-0.07120782107696252,-0.17526956816961684,,0.020052604791486534,-0.08379286191701284,-0.27917875532888725,0.002208685343767465,-0.08162434332905406,0.016061062266164723,0.39640312719821663,-0.07627626691349053,-0.818236266283929,-0.29798223691426223,-0.5612675333026036,-0.07200695029165456,-0.39384183481279195,-0.7347891950199535,0.0026028303802339,-0.8626801377774254,0.16540090324143567,0.05272320728721209
2015-01-14,0.08465874555120786,-0.16233574055456443,0.7208397090225211,0.00033959797172667137,-0.020359085509732637,-0.028897495678848355,-0.12910908775412175,-0.06121937460901862,0.23511924742779994,-0.5631799403963679,-0.392375623411278,0.00011705126948654385,-0.00389806925386852,0.17595405000031694,0.0003696923779382324,0.031241331664204137,-0.43186353203158295,0.062198466104955046,-0.31167262028793546,-0.24547333236508118,0.5077536210847197,-0.3447618259260494,0.051945010132362045,-0.13385839908011082,-0.026277409542396577,-0.09932632390234092,-0.4129859337381664,,-0.07211006189899016,-0.17506518126870477,,0.018723082851194894,-0.08980620871390221,-0.27010370962001096,0.002865384482352471,-0.080644803121927,0.017547840916507677,0.4098385895324515,-0.07536833317995274,-0.8140078447188198,-0.28823351526155583,-0.5713446229321665,-0.0855244936904295,-0.40624112432842324,-0.7256501153409218,0.0015908405300815475,-0.8639637402776581,0.17357105544234214,0.05215249385058171
2015-01-15,0.09472892643560049,-0.1627492094692657,0.6385093052007454,0.000522886904712825,-0.02411380237773661,-0.025968177749282017,-0.11919672439594244,-0.06503023831264844,0.23093021803468486,-0.5482001241870241,-0.39436702026557985,6.860952622639756e-05,-0.0036338968252779516,0.1793369369268708,0.000511062564126855,0.03352435153621669,-0.4356563920252876,0.06633187096714606,-0.29846865550781787,-0.25294393320491415,0.5203555679413497,-0.34828709952558495,0.04282735325092278,-0.13578710304234495,-0.024584922449230655,-0.09622883718016731,-0.40650125115859015,,-0.0729538581006176,-0.17568068458622085,,0.0174065313070958,-0.0941707806506687,-0.25276332843166116,0.0030042314401000562,-0.07857380094276543,0.019069591299611607,0.42910579139733557,-0.0779858493324234,-0.8078364477425758,-0.2838493032175003,-0.5819392539139008,-0.10208573353464367,-0.4185039813932992,-0.713794953789313,0.0009881495309635902,-0.8650841310941341,0.1878709951740216,0.05079721174950635
2015-01-16,0.10468773098483448,-0.16317758136480937,0.556080076000961,0.0009506788683541214,-0.02761075627664935,-0.022699283015828485,-0.11169883256621745,-0.06901508773040027,0.22709707751650865,-0.5304230682819578,-0.39732788213351017,3.468129157344601e-05,-0.0036517986485473737,0.1839430276267605,0.0007307984059848911,0.036989327465941,-0.43747166768847995,0.07043283494461641,-0.2801342511126592,-0.2600586891622651,0.5227443384642837,-0.34879164592710565,0.03295107357663383,-0.1390045805383883,-0.024016229860903602,-0.10133502545584319,-0.4003739232832838,,-0.07275914900568418,-0.17414402229556808,,0.016371140121061698,-0.09548027558333727,-0.236784430898341,0.0034735186388664724,-0.07470948501970436,0.020044238039828428,0.44388428348699893,-0.08233970629911104,-0.8014174808377578,-0.2839702215139841,-0.5911576432609961,-0.12090887518260258,-0.4297650315066584,-0.702024178192128,0.0005371953679384064,-0.865844002168084,0.20077488037280838,0.05053281845809595
